,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
HERC3,0.0112915682667098,0.0100355233373129,0,0,0.0310982620580209,0,0,0.0280395073370816,0,0,0,0,0,0.0557008246093321
NAP1L5,0.0052111270451221,0.0393202127008823,0.0160525577915834,0,0.0323918802900197,0,0,0.0264680808065723,0.0477205078155806,0,0,0.017877844600368,0.0682542981879267,0
FAM13A-AS1,0.00128628014442735,0,0,0,0,0.0239892302816451,0,0,0,0,0,0,0,0
FAM13A,0.00383518951103885,0,0,0.0607972453290403,0.0327240160094923,0.0118140864166837,0.0209336675588626,0.0462921515277926,0.0250328696504452,0,0,0.0940037408749264,0,0
TIGD2,0.00153436978317955,0,0,0.0195387110120895,0,0,0.0196550912725357,0,0,0,0.0155206926614435,0.0226238024065437,0,0
GPRIN3,0.00435728626591943,0,0.0313748799630463,0,0.0290526185110569,0.0570847733855426,0,0.0451401085744226,0,0,0,0.0163534305529736,0.0353735253652125,0
SNCA,0.113019921734545,0.0199010293148447,0.230003397759636,0.165044762432373,0.0396768912307772,0.0343864966264745,0,0,0,0,0,0.327464724908763,0,0.0359335510017084
MMRN1,0,0,0,0,0,0,0,0,0,0,0,0,0.0369023163213419,0
CCSER1,0.00412852498124047,0.00783830592572294,0.0167294622895044,0,0,0,0.020535307362948,0,0,0,0.0164656087430083,0,0.158791248106716,0.0645998838276658
SMARCAD1,0.00504028393361579,0.0285926711480597,0.0285384907702559,0.0433150920141041,0.0323918802900197,0,0,0.0300852430861461,0.0264294873774611,0.0854950168855389,0.079391443403193,0.0435092792819855,0.0722370109317461,0
HPGDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM5,0.140413754736768,0.0394475660237339,0.182019910863401,0,0,0.270821273606566,0.0378928702854722,0.0766112646745236,0.0255748916924298,0,0.0327474836779682,0.0257590646125661,0.0407575759558925,0.142776870546105
RP11-323J4.1,0,0,0,0,0,0,0,0,0,0,0,0.0215767826847629,0,0
RAP1GDS1,0.0212173749882211,0.090877897827203,0.116569331307435,0.0331679919062726,0,0.0118463218186196,0.0437902760321913,0.0247810166131387,0.0272661885207588,0,0,0.138836436340167,0,0.0925422790125367
TSPAN5,0.00226203852790229,0.0386636118997071,0,0.0647857581004295,0.0769523125358377,0,0.0494508944537322,0.0247810166131387,0.0474946958214255,0,0,0,0.0366497886468258,0
EIF4E,0.0855696732819777,0.0910470645796644,0.230281932699045,0.238486684703736,0.0636240870322696,0.0709780327949992,0.113941064897807,0.181747512801092,0.169038063318534,0.154148821308129,0.580955793092364,0.220736963714634,0.0743204247123926,0.0888692977927721
METAP1,0.0158520539520695,0.0483864995603172,0.100547996636263,0.0618251059383934,0.0281728564495797,0.0113191334697754,0.132682547084409,0.0691768131883788,0.0503549574398489,0,0.177133336273896,0.017116105074977,0.0511578742792675,0.0462963249718557
ADH5,0.0478701043534672,0.233563884046646,0.0533194734242873,0.181466068654522,0.154575687167366,0.0424299899895973,0.30376268028865,0.137395542990639,0.211643356632857,0.387563737847704,0.0833503314841627,0.247892733506057,0.223913914377902,0.0593355905971411
TRMT10A,0.00953413285674116,0.0102674045669917,0.0199039373309519,0.021167079068189,0,0.0114387354297509,0.0240258812053251,0,0,0,0,0,0.0399638708835932,0.0373576693035258
DAPP1,0.170714754987137,0.030895870161546,0.39525658887097,0,0,0.260303697339864,0.432236473326069,0.111698138477275,0.0234749911397959,0.131079706450072,0.085277682080359,0.374797750283952,0.426717912117252,1.52972456418843
LAMTOR3,0.188529585617397,0.0607701434532375,0.326505706270069,0.156356269526799,0.0633181053533656,0.13777364856776,0.066366472058213,0.202915119477152,0.108230428980814,0,0.0552583189142031,0.126244403981265,0.0391207112335135,0.125663430649573
DNAJB14,0.0795976537436683,0.0851129468690077,0.0802476930530296,0.168069042261311,0.138784379265903,0.152569107107603,0.186734933285322,0.440978084005595,0.20505080831523,0.0854950168855389,0.0704602063954156,0.119514767665999,0.0372843341946056,0.108932181608368
H2AFZ,0.699907673699224,0.639325364987181,1.17467433746389,0.841889797839931,0.88034758299247,0.817717961698471,0.735287941929316,1.8973535790535,0.992486284864775,0.674587301543122,1.26147785909147,0.726486277234601,0.533252253835918,1.90548683371098
PPP3CA,0.0265740301131891,0.0476392910832738,0.0223288020841852,0,0.0540936941578732,0.0322558153437693,0.0414312224805917,0.0884655336712432,0,0.167864034358877,0.0496737397962453,0.0177103665413863,0.157390343385825,0.014134011105474
AP001816.1,0.00756950331698408,0,0,0.0168932517956193,0.0245334856033612,0.0139415874270587,0,0,0.0468522437981182,0,0,0,0,0.0127821176108647
BANK1,0.00739833625543639,0,0.0163466628982025,0,0,0,0.779826565371454,0,0,0,0.290590367850642,0,0.284459473187837,0
SLC39A8,0.398519591441385,0.148730654562101,0.320113341414728,0.0228993753471737,0.0583420660869457,0.129570790502882,0,0.301972221068153,0.0278954455190634,0,0.0351492285381417,0.0177370363208718,0.0389527975754112,0.0839518760636702
RP11-499E18.1,0.00908618830998538,0,0,0.0212606748660184,0,0,0,0,0.0263215186268154,0,0,0.0196287050508104,0,0.00985540782997231
AF213884.2,0,0,0,0,0,0.0102120471142187,0,0,0,0,0,0,0,0
NFKB1,0.194552118967016,0.0499321879404436,0.349230003323364,0.242148486680931,0.155124538964428,0.168138806316215,0.202915985223363,0.438850892177047,0.0514328222665524,0.0836207282079252,0.755701999475538,0.411514765259263,0.0463253389252077,1.20633203354685
MANBA,0.0653242608667064,0.0196832608114792,0.0933795671811808,0,0.0546782407759477,0.0461338930534054,0.0877564798302526,0.0727776008489154,0.0850446976858379,0,0.0314780873590092,0,0,0.032234821641183
UBE2D3,1.46980176429394,1.0715272516568,1.69287848108002,0.898992078881385,0.834658366702059,1.46819499390845,1.03276155716423,2.58964512687228,0.951675685738966,1.25790625253849,1.96394311419048,1.68151615198807,1.17665511296273,1.4390699728275
RP11-10L12.4,0.00631874754902899,0,0.0222329476807881,0,0,0.0106427548600496,0,0,0,0,0,0.0406730019339325,0,0
CISD2,0.251704996972618,0.211084121821421,0.157923108502511,0.275476733522208,0.181384547299725,0.220905166870175,0.29413051942397,0.255684682410347,0.211386052110261,0.257902399795183,0.343198931091431,0.528963101746578,0.164778683492384,0.22654929929408
SLC9B1,0,0.00802903907510262,0.0322102411983386,0,0,0,0,0,0,0,0,0.0225017718497607,0,0.0115293148606528
SLC9B2,0.0077479070139911,0.00908263963933159,0.0305608063358694,0.0453967388003073,0,0.0120394702114642,0.0190241123447852,0.0854103801310387,0,0.0733704247728363,0.376315033448894,0,0,0.0225882210225842
BDH2,0.0122183618410928,0.106179893624825,0.0213501233388101,0.0671438515246281,0.0604346427705512,0,0.0250798370525238,0.0198657976067422,0.0828423645287806,0,0,0.137709025181308,0,0
CENPE,0.00347722343393335,0,0,0,0,0.0231181797055276,0,0,0,0,0,0,0,0
AC004069.2,0.00270677466926114,0,0,0,0,0,0,0,0,0,0.0310648619551553,0,0,0
TET2,0.0714921210354566,0.00896948004614836,0.0843883264506255,0.0209896961750007,0.0313703843961577,0.0371307614235502,0,0.0266047312092909,0,0.0868859077582944,0.0692380850219046,0.0627733801748684,0,0.0436875243062224
PPA2,0.0317992922123555,0.143222058912269,0.180626500778907,0.0595914052258152,0.215333286845945,0.111224898650299,0.166360626200958,0.0950681749821992,0.132372309614551,0.174709818576396,0.255804368991503,0.217998548606488,0.120381488550673,0.0489236040995827
INTS12,0.0570819310500783,0.018729694708695,0.0315288108761529,0.0233237255345773,0.118495189072915,0.0311199447183163,0.0688730718683125,0.132529228150416,0.0156582358839526,0.0802419783397015,0.141736291662923,0.225950328671979,0.0398813826617953,0.061185958463485
GSTCD,0.0011648195322057,0,0,0,0,0,0,0.0188948573691796,0,0,0,0,0,0.00924863458471761
TBCK,0.00413007838619243,0.00913089181448509,0,0.019010629254754,0,0.012839331234931,0,0.0176757927701931,0,0,0,0.0214636135891621,0,0.0129841360550462
AIMP1,0.122110843951063,0.227878592997382,0.221250321971034,0.152364701539629,0.154715993208996,0.120102694955671,0.15168398690226,0.469387937301475,0.116026924639928,0.144137789062558,0.583699981818029,0.276882090131382,0.155985436845598,0.245179030791666
PAPSS1,0.100483926787317,0.0492638144539297,0.0730442212374186,0.123611547081029,0,0.144262027292322,0.116259354226364,0,0.0774142934444591,0.149464302374747,0.0182988709946631,0.0561256818601348,0,0.0501323479443075
SGMS2,0.00640565468530982,0,0.0175746587764333,0,0,0.0139415874270587,0,0,0,0,0,0,0,0
CYP2U1,0.000945132939906099,0.0100292846249292,0,0,0.0317915915701408,0.0226374237136057,0.0642917229380107,0,0.0272661885207588,0,0.0350366832476316,0.0193580239521379,0,0
HADH,0.00638059189667214,0.0595533875389604,0,0.05946727796974,0.0658929010214013,0,0.113521274314352,0,0.135441073941745,0,0.0373167495464061,0.16751937994512,0,0
LEF1,0.0263238197253636,0.242776083011991,0.0146727991546044,0.0433919851613955,0.0454528256899237,0,0.0402301843627051,0.568050619379856,0.996568588322694,0.285130140280641,0.0293986778839888,0.0157200677408231,0,0.0807190522395527
RPL34,2.20695276169071,4.16459233986559,2.90879466942526,3.37956177912184,2.81110215540586,2.82111634143729,3.85620193986584,2.75324642303617,4.19809750391247,3.76414971728336,3.54788693941294,2.66186350877304,3.96601448078017,2.51370015156256
OSTC,0.214189307003467,0.324994707717062,0.409544902366347,0.643911105454151,0.500110703839125,0.302732483846105,0.374262303060469,0.512019427071768,0.190856459976232,0.71759413719153,0.983628599114024,1.01225003046668,0.494053979202023,0.413158277119279
SEC24B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0.0351867140016693,0
SEC24B,0.0283682582149254,0,0,0,0.0226577128866072,0.0236100785987854,0,0.0302796122541444,0.0265049461935607,0,0,0,0,0.021791300362413
CCDC109B,1.01973849017512,0.564648499676398,1.08131394240735,0.928637817313082,0.552375534728663,0.837186603069384,0.713483876261244,0.488282906008926,0.867939398862083,0.390484501619896,0.201987154690284,0.54811781599133,0.601039158738507,0.457802953511959
CASP6,0.0140808134660211,0.0472422734379199,0.0163466628982025,0.0223096699003101,0.0227951128033165,0.0329300533545959,0.0929484518916532,0.02248176783109,0.0522140793069745,0,0,0.0604198227000546,0.0369023163213419,0
AC004067.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G12A,0.00971852316578097,0.0480827092299739,0,0.109869511843198,0.0332413939936003,0.0397847527587821,0.085549603669389,0.0424725746905935,0.0499677487191102,0.166502280355968,0.0883727030887916,0.0952596574674536,0.0281240081429582,0.0313500405191849
GAR1,0.0357564000535988,0.0923975319385762,0.0667822274254814,0.0661132793809631,0.0296334412157288,0,0.0699923025580967,0.194282819633021,0.0504255940120256,0.157826046232022,0.726147021077661,0.13763737982323,0,0.0602398839312293
ELOVL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf32,0.0509117166499142,0,0.101886028859356,0.0306384999366023,0.0319477209572079,0.0530760648468214,0.0227891583630485,0.119848888800742,0.0710375326059818,0.108214816032704,0.160557024397313,0,0.0391337107107233,0.065987455215602
RP11-73K9.2,0,0,0,0,0,0,0,0.0264680808065723,0,0,0,0,0.0344553274429693,0
AP1AR,0.0218559876399672,0.00976475838448691,0.017701464831041,0.0193010745600894,0.0310312718839616,0.0326374284005815,0,0.0222174897829999,0,0,0,0.0166989433390803,0,0.013035277971267
TIFA,0.0239147842412611,0.0699808924753709,0.0130354360935208,0.0416753111017,0,0.0794820177690781,0.0421581188011691,0.295843288825013,0.0478104458004841,0.0861670737044767,0.116871763986038,0.164660095764793,0,0.0535409246683655
ALPK1,0.0187928512092135,0.0171246925589044,0.0290919345883252,0,0,0.0219117192827883,0,0.0321037553137079,0.0234749911397959,0,0.0152203355285579,0.0848820935711211,0.0376304223847007,0.0221562808088045
C4orf21,0.000856417698966167,0,0.0147032687868985,0,0,0,0,0.0280836163798805,0,0,0,0,0,0
LARP7,0.216881005172639,0.119645231876278,0.309831462485562,0.282449190123003,0.17916887037154,0.260975034877041,0.206204745794718,0.236555524698421,0.184297712907329,0.163517843142186,0.139285075772837,0.253263996200458,0.381854195799292,0.181200161918392
CAMK2D,0.020590267854511,0.019537403734473,0.0486185179021194,0.0193637041220591,0.061534075585052,0.0118393964500854,0.020422898607896,0.029675905048061,0,0,0.0639952984727317,0,0.0334247497561935,0.0254080019717273
UGT8,0,0,0,0,0,0,0.0137022525679604,0,0,0,0.0516074383823598,0,0,0
SNHG8,0.0364506697922085,0.251939730469298,0.112668668509567,0.327487813119008,0.0969649790105679,0.0897535953010144,0.328105199683235,1.53000434875065,0.521683302475926,0.519523393532903,0.612290681676165,0.22853313974071,0.338659190542595,0.0849718454920214
METTL14,0.022362510187484,0.0109542689172349,0.0470236841444735,0.0650950647766471,0,0.0228904971381843,0,0.0735282822628797,0.0242377404522215,0,0.0180160440799702,0.0351180035815132,0.0412165271470418,0.0107598188490319
SEC24D,0.0792549836919132,0.019565239885773,0.104572050628605,0,0,0.105683082285708,0.0473617231603136,0.0418797367901518,0.0240280683192618,0,0,0.0771473611703423,0,0.0464484871522768
USP53,0.002318551856514,0.0127707820555064,0.0199039373309519,0,0,0,0.0239079658678311,0.0866508261516671,0.0514159336557961,0,0,0,0.117394749134132,0.0451226756500713
C4orf3,1.17038393207096,0.885058795348172,0.932366917125159,0.874510366598407,0.864943621373798,1.07851451479878,0.643044221670438,0.581278051805253,0.966616069900288,1.17925363665601,0.52146885623941,0.984055646017243,0.873963962239417,0.871637143731591
PDE5A,0.00103623122462512,0,0,0,0,0.0108387433546831,0,0,0,0,0,0,0,0
MAD2L1,0.00595715048687195,0.00958650825305995,0,0,0,0.0221933493556664,0.0235774748045078,0.0196874203185017,0.10456532413361,0,0,0.0349430626916152,0,0
RP11-679C8.2,0,0,0,0,0.0226577128866072,0,0,0,0,0,0,0,0,0
TNIP3,0.0330643018644978,0,0.0158239346483295,0,0,0,0,0.023351129269444,0,0,0,0,0,0
ANXA5,3.33836096003128,0.563879047535154,2.94837731813975,0.572713697959407,0.362191045902799,2.41857836977207,0.533278949252655,0.297261388705714,0.267964481743906,0.494495411477724,0.952137364820198,0.836003129078277,0.53331143590223,2.27078436235225
EXOSC9,0.149668466294616,0.0508831075690695,0.174167320922716,0.130096035541337,0.12681453665259,0.105610746918617,0.164275696738856,0.34932282882291,0.0485315684406065,0.0896643617387233,0.13301583722899,0.226623556617853,0.131122793651073,0.165654068166986
BBS7,0.0258667968647437,0.00905162835843626,0.0445149767813876,0.0432522919280366,0,0.0369598644066516,0.0480369368704495,0,0,0,0.0534821318214245,0,0.0313034842803565,0.0261910164741817
KIAA1109,0.0488543593660997,0.0470569023696768,0.017701464831041,0.0963528832740712,0.0308765359082145,0.0463135701586248,0.0409364112463231,0,0.0271396216414695,0,0,0.0203491427939736,0.0784541345389868,0.0117130523011336
BBS12,0.0118636325854844,0.0159122470366107,0.0304730630289358,0.0426772448322518,0,0,0,0,0.0265471227690374,0.0844848277579015,0.0383659846482731,0.0523392224508882,0,0
NUDT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA5,0,0.00955352940974416,0,0,0.0227951128033165,0,0,0.0272274649804768,0,0,0,0.0163534305529736,0,0.0104973718100284
SPRY1,0,0.00918228014818645,0,0.0403165137162849,0,0,0.0220787410304708,0.0775056506806821,0,0,0.0620030459086759,0,0.110368905458037,0
ANKRD50,0.00939633577521285,0,0,0,0,0.0109754574913844,0,0,0,0,0,0,0,0.0269062009726556
PLK4,0,0.00985875668004238,0,0,0,0.0116449127790583,0,0,0,0,0,0,0,0
MFSD8,0.0233726242496547,0.0330227673523229,0.0798392461487757,0.0191011176114383,0.125096828488502,0.0224745354313527,0,0.0188948573691796,0.0280419651524888,0.0854950168855389,0.030968681446369,0.0178266143905831,0.0763993932596379,0.0322371453645664
C4orf29,0.0119615603501264,0,0.014424832898337,0,0,0,0,0.0176757927701931,0.0502699871119102,0,0,0.043040396273925,0,0.0189943332053202
LARP1B,0.0189904812314553,0.021168517070165,0.0163008073200328,0.0635026536263598,0,0,0.0181922203264276,0.0228052799344162,0,0,0.0150400064499188,0.0215767826847629,0,0.00878518112103582
PGRMC2,0.0517806327031182,0.0979524195480785,0.0725955784014525,0.175961861150155,0.105710451153267,0.0473209832438473,0.171181994055646,0.314625723659531,0.0212188645538463,0.284272871928579,0.0602088278988821,0.0974659773189416,0.113928660852926,0.0558329992966378
JADE1,0.00546827152937786,0.11670053951259,0,0.0918216202270474,0.0245097524600821,0.0112532767400154,0.106254991233482,0.0742016878849173,0.104227390361646,0.244362831251628,0,0.0742766813010882,0.0372843341946056,0.0201533387510584
SCLT1,0.0590700822498394,0.0182858754571921,0.0467499580366282,0.0424460638626029,0.0222062832204755,0.0671885161208097,0.0417293240493585,0.0756710865375675,0,0,0.0450880993102019,0.148290966285345,0.203016816705196,0.108886274658364
C4orf33,0.0200597838784941,0,0.083934268808812,0,0.0207660559226337,0.0608211373159556,0.0227122144200267,0.0466407453459716,0,0,0,0.0565226581606637,0,0.0440062982936966
SLC7A11,0.656037130217037,0,0.898957631307613,0,0.0310758865114739,0.0132030124155593,0.0447259250804598,0,0.0234749911397959,0,0.0370449214393331,0.194972076982449,0,0.922734192417205
LINC00500,0.00168058471361216,0,0,0,0,0,0,0,0,0,0,0,0,0.0311108174607559
ELF2,0.0715441409544447,0.125715599926957,0.0481859428116348,0.162797594114165,0.119129206778931,0.115405422586616,0.0406328436071494,0.163459749107428,0.0447750363873612,0.126264698622266,0.0781844201165084,0.110491362644709,0.119953724057458,0.0761370576652582
NDUFC1,0.203194399450974,0.267799520147341,0.288748985578664,0.128684237202902,0.322460018278439,0.285658355462466,0.152678727881941,0.298747130374331,0.276974785934306,0.139923347760498,0.380416461724889,0.544774344496733,0.227238819023041,0.34858263782287
NAA15,0.00383265953464777,0.0489993938122742,0.0916189290500076,0.0228993753471737,0,0.0112553210425146,0.0173677622561458,0.149999041220091,0,0,0.0713574877608954,0.0406839314562561,0.0372843341946056,0.0340776055076071
RP11-83A24.2,0.0109231773696548,0.06674206378501,0.0441792002169542,0.0521230064077628,0.0554413005283651,0.0193321334957019,0.0917416663558353,0.0706029675835768,0.0373928691011131,0,0,0.105492045689555,0.0777676696748981,0.045522322498956
RAB33B,0.0048058737281075,0.0601885453791919,0.0164662861867973,0.0191011176114383,0,0,0,0.108620165870784,0.0462247641625451,0,0.0198988490427954,0.0172013313219916,0.0366497886468258,0.0139773706072056
SETD7,0.00661973374272681,0,0,0,0,0,0,0,0.0205777735027989,0,0,0,0,0
MGST2,0.00446608839838716,0.0855775342961361,0.0464336997365644,0.040019695023554,0,0.0106034754118282,0,0,0.027085874032411,0,0,0.336312755145587,0,0.0298377132772005
MAML3,0.00119867211021878,0.00913575371887935,0.0209033126807368,0.0156514271814107,0,0,0,0.0307587479433853,0,0,0,0,0,0.0122702043329217
SCOC,0.0478986997263706,0.107036229701804,0.128586793291462,0.25552428037282,0.0888131283963337,0.0997052630087137,0.0897671276720548,0.133298672247506,0.0987725144258096,0.0854346518414544,0.0454478866377763,0.188773905580808,0.154833110073932,0.0412282195460909
RP11-425I13.3,0,0,0,0.0161864823619737,0,0,0.0443897076637988,0,0,0,0,0.0157403621596881,0,0
CLGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMOD2,0.0109240639659278,0.0311269323841677,0.0171198974077566,0.0409966150821977,0.0227951128033165,0.0348942545328226,0.0249802506186985,0.029036720242886,0.0523713513190727,0,0.0195840750290766,0.0998191195585596,0,0.0217753798082429
TBC1D9,0.00552323927941866,0,0,0,0,0,0.0210011176691428,0,0,0,0,0.0166989433390803,0.0352847110957325,0
RP11-102N12.3,0.0100194302464471,0,0.0190428934678211,0.0228171116793835,0,0,0,0,0,0,0.0217122408066976,0,0,0.0372697451327487
ZNF330,0.0539128760334074,0.111330480912337,0.0939518762805467,0.0864523712551657,0.045001396023792,0.135355608916803,0.10373988765733,0.20558477728341,0.151965742574677,0.166101049761331,0.157049818555033,0.156808876903171,0.0749147565793063,0.0493869757777881
RP11-362F19.1,0.00254973283516384,0,0,0,0,0.0574581933592589,0,0,0,0,0,0,0,0
IL15,0.147176157454074,0.0276916988488337,0.0864134647978076,0.0441629786578817,0.0620918768925508,0.521801181899896,0.196147550663179,0.0217889793049786,0.0280419651524888,0,0,0.0375676967038334,0.111515859580895,0.142956119599777
INPP4B,0.00105397916573271,0.0161435023801596,0,0.0190456868692729,0,0,0,0.0196874203185017,0.0266833313865513,0.0854950168855389,0,0,0,0
USP38,0.0119107201067164,0.0287575704903886,0,0.0156514271814107,0,0.0232592336016937,0,0.0595278261578299,0,0,0.0988125709105302,0,0,0.0351387900176085
GAB1,0.00258058049353588,0,0,0,0,0.00898452343045821,0,0,0,0,0,0.0199909483601002,0,0
SMARCA5,0.182951374098175,0.182107858462696,0.314718797970775,0.181485938599703,0.0513280987884741,0.20471096730871,0.361777596951722,0.39066953780774,0.177500378350779,0.260171421862663,0.262785178078394,0.282552152462844,0.406555397857341,0.249866607143942
RP11-673E1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC10,0.0196793848631288,0.0984192327867814,0.0488697272994795,0.0978874869927844,0.152183065246653,0.0250126832063445,0.0472928469798087,0.0506030994957768,0.0278954455190634,0.146795703310054,0.0839907031592527,0.153782369170055,0.075460069645574,0.0572511832855133
ABCE1,0.0265635188014005,0.130346670241259,0.063435030814239,0.0872803359583285,0.0245097524600821,0.0323104538146545,0.0668139320073444,0.133838200498994,0.13552963456694,0.0649640121977511,0.623269176713273,0.158440986906027,0.0385727730722995,0.0781676359587683
OTUD4,0.0199609249148642,0.03720930110861,0.106165450088014,0.0615614565512352,0.0630192440958531,0.0242922646158987,0,0.0186406283522262,0.0278954455190634,0,0.0662429966523119,0.0711046363123708,0,0.0323953676129512
SMAD1,0.00685758588918378,0,0,0,0,0.0120298719290719,0,0,0,0,0,0.038560724484065,0,0.0115856437242089
MMAA,0.0188487018431945,0,0.0174950506802494,0.0189064509296382,0,0,0.0490171348554057,0,0,0,0,0.0528462155205601,0,0.0223382135927441
ZNF827,0,0,0,0.0213418045790301,0.0645369891095651,0,0,0,0.0250328696504452,0,0,0,0,0
LSM6,0.182211800090304,0.212296352194279,0.310311545495724,0.311424965543747,0.255275857504702,0.458384748287194,0.259915898419669,0.155531405224435,0.359790174113051,0.422061557607502,0.601830372781957,0.493177384651657,0.233602258356116,0.228714779688186
SLC10A7,0.00240399326341414,0,0,0,0,0.0122329126280578,0,0,0.0260366935796787,0,0,0,0,0
TMEM184C,0.0257165423740871,0,0,0,0,0.0111521679286172,0.0409813786894762,0.146846981248503,0,0,0.0565095754608535,0.0826554505421542,0,0.00819946370547957
PRMT10,0.00604977097717709,0.0608281787673027,0,0.0147944660403736,0.0922605808627323,0,0.0627617276991243,0.154878575904579,0.0530676619364734,0,0,0,0.0770318171539737,0.0261283874448748
ARHGAP10,0.157267126390045,0.00875802658034425,0.144486230058381,0.0224179589350697,0,0,0,0,0,0,0,0.0224675840028496,0,0.171118285697794
NR3C2,0,0.0198692828503158,0,0,0,0,0,0,0,0,0,0,0,0
LRBA,0.00854066096504753,0.0582021036229503,0.0428164250863204,0.0726192470677011,0.0934709523488741,0.0118974071090934,0.0412593627876048,0.0841304360265378,0.0962520843884044,0,0.0365183506367427,0.0213149779817946,0.0410668802516074,0
RPS3A,2.24508628896444,3.96582150291474,3.36472224813667,3.77535386449394,3.28187346938399,2.73767300348592,4.12499495342628,3.40637686858095,4.2314211824312,3.61077796629878,3.86293472398746,3.64022152176532,4.07449348177061,3.04893452757975
SH3D19,0.00240516072054826,0.0091675210394972,0.0152831240977446,0,0,0,0,0,0,0,0.0180160440799702,0,0,0
RP11-372K14.2,0.00154380773445457,0.0387789773734568,0,0,0.0314510373947661,0,0,0,0,0,0,0,0,0
PET112,0.00389859026668688,0.020994364483633,0,0.0213486036218593,0,0,0.060034215208886,0.0542301555858331,0.0493757470006546,0,0.0370340445963853,0.0596820180711043,0.0412165271470418,0
RP11-18H21.1,0.00533677569536272,0.0490341411207208,0,0,0,0,0,0.100302702657979,0.124725158905684,0,0.0140620125314938,0,0,0.0195758409702946
FBXW7,0.0188664387167058,0.0191841589461399,0.0690175165217364,0.0209185774121157,0,0.011166193957946,0.0640492509789233,0.0901809779073357,0.024054018268092,0,0.0347644797376714,0.0392558208871025,0,0.013382639126586
MIR4453,0.0102304331537915,0.0304947459409422,0,0,0,0.0115526765351619,0,0.0278390063103522,0.024054018268092,0,0,0,0,0
TMEM154,0.00495113754956428,0.0208209883029722,0.013993150278451,0.0147944660403736,0.03021648873866,0.0351642473046866,0.197472854509374,0.0451984199719012,0.123387421626277,0,0.0248842205847131,0,0.0403836036776079,0.0168760082075086
ARFIP1,0.0419508938775847,0.0468184154959106,0.0146671016899882,0,0.0602170558526017,0.070721292494804,0.0233135371217307,0,0,0.0880789549510937,0.0668814320978585,0,0.0769210773342524,0.0579995333192965
TRIM2,0.00124318426700046,0,0,0,0,0,0,0,0,0,0,0.0181423685758688,0,0
KIAA0922,0.0058478346249394,0.0175982049544424,0,0,0,0.0535211423512206,0,0.0579453022039366,0.0493571663296489,0,0.0417432454957486,0.0490195830658676,0.0401302900449684,0.0430068800581769
TLR2,0.413676887338882,0,0.272070439828595,0,0,0.270556107058852,0.0209336675588626,0,0,0,0,0.0292389591870379,0.0377949371689881,0
RNF175,0,0,0,0,0,0,0,0.0274162142043765,0,0,0,0,0,0
PLRG1,0.075445842347332,0.0797705741394938,0.294551146533218,0.22160952129947,0.231007980184019,0.148943402132607,0.156160449570136,0.296146824277031,0.178314475436383,0.0802419783397015,0.320370475433424,0.255833729361562,0.262438811998946,0.0869334947087192
MAP9,0.00131511167466661,0.041149045232438,0,0.0804185490842301,0,0.0111621822749559,0.0472871540741461,0.0222174897829999,0.0529718709800327,0,0.070329027721618,0.0320734982937967,0,0
GUCY1A3,0.00866683306772446,0.00962257876075682,0,0.0197565006348162,0,0.0102120471142187,0,0,0,0,0,0.157442143043168,0,0.0409890264858444
GUCY1B3,0.00578441842352176,0,0,0,0,0.0783411537705418,0,0,0,0,0,0,0,0.0256354740743656
CTSO,0.0207317063579336,0.0275142044262375,0.0156924532372119,0,0.0397595674811085,0.0462508232716213,0.0372836251362115,0.0196622470071519,0.021380958423023,0.0660698663570352,0.0183349981910962,0.115300863042621,0.118834767324154,0.0326598365580671
PDGFC,0.0022946417120056,0,0,0,0,0,0,0,0,0,0,0,0,0.0150614155206135
FAM198B,0.0587203224810677,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-597D13.9,0.00615059038036004,0,0.0176464487618301,0,0,0,0,0,0,0,0,0,0,0
TMEM144,0.006430953926223,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf46,0.008011880732356,0.0405707076626511,0.0271949904558539,0.0384346692204842,0.0227951128033165,0.0118393964500854,0.0240258812053251,0.171303035362173,0,0,0.0150400064499188,0.102444012524936,0,0.119994809503501
ETFDH,0.0210459988636602,0,0.0851149741783437,0,0.0227951128033165,0.0225744545122899,0.0472873340092217,0.02248176783109,0,0,0,0.0892742919544014,0,0.075024713375967
PPID,0.213429455163379,0.152540502338283,0.292204801082032,0.201029518899326,0.144019825954247,0.163620436000205,0.159187055334601,0.511763231039386,0.121352000000169,0.150119543346868,0.472998149796001,0.359070398017021,0.188456231703673,0.280442205916865
FNIP2,0.20350719153547,0,0.100630921435844,0,0,0.0329253682147072,0,0,0,0,0,0,0.0351867140016693,0.0363746722545282
RAPGEF2,0.0660443866073012,0.00942719856190729,0,0,0,0,0,0,0,0.0660698663570352,0,0,0,0.0337938482995811
