,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
NAF1,0.0187582903571589,0.0288957494170523,0.0337683680458396,0,0,0.0205767996045338,0.0474255593363911,0.222409256054983,0.102150742392384,0.0660698663570352,0.174475483362288,0.0390566207941125,0.0753298537663661,0.0239756557885086
TMA16,0.025303071211582,0.0287849846397024,0.0764694456962258,0.161832865350366,0.0320693320956968,0.0246080850801196,0.111111142199876,0.0762523683701517,0.0251417383219502,0,0.345353616708236,0.184433529195695,0.191891700396602,0.087370926323363
MARCH1,0.053194842073094,0,0.0312273177063501,0,0,0.038653537742059,0.235568169566692,0,0,0.0660698663570352,0,0,0,0.0101747778150389
TRIM61,0,0.0104027377452122,0,0.0168932517956193,0,0,0,0,0,0,0.0193919185974926,0,0,0
FAM218A,0,0.00755986076697958,0,0,0,0,0.0240258812053251,0,0,0,0,0,0,0
TMEM192,0.0242996227639869,0.0289268573493028,0.0568308331995477,0.0195387110120895,0.0310982620580209,0.00959601787851522,0.0239079658678311,0.0310357581651531,0.0271396216414695,0.0678368568833615,0.189549525494138,0.125757133216789,0.1130300023022,0.00985540782997231
KLHL2,0.00961940530189557,0.0417018016603964,0,0.0211604365431261,0.0245097524600821,0.0113628508937125,0.0433476962803736,0.0345951821098161,0,0,0.0167471174634743,0,0.0734138436214811,0.0101901556678261
MSMO1,0.00203017501214616,0.0851855044732666,0.014424832898337,0,0.0309315480682829,0.0332938584703019,0.0225917764772304,0.0772372078652249,0.0723791861311971,0.073853481403463,0.154300729662777,0.259852257098948,0,0.0731764444658623
DDX60,0.100854120637163,0.115847488756212,0.0845634127266473,0.0819051825851386,0.0955849037905377,0.0503398227279155,0.102273049663022,0.0790788747434449,0.0501149644468823,0.0661156942523207,0.0675721625031619,0.217867396184507,0.168972477638989,0.147912646053711
DDX60L,0.436412702314126,0.152855860367917,0.29838154761018,0.178439600423428,0.28267053842066,0.26357352639348,0.241795020867191,0.0987445503009629,0.269888466010469,0.15161071113786,0.309906390267169,0.160475534079891,0.337112529538042,0.386807266257388
PALLD,0,0,0.0440076717827606,0,0,0,0,0,0,0,0,0,0,0.0867921048219679
CBR4,0.00883765730388433,0.00953715250387649,0.0136745211207877,0.0201070801170671,0.0307673349650223,0.0574529902551837,0.0173677622561458,0.0487853304338116,0.0205777735027989,0.0844556214591855,0.0503025617534144,0.0598101899439591,0,0.0343658714775366
SH3RF1,0.00101886984560507,0,0,0,0,0.010931347000867,0,0,0,0,0.0162190072408737,0,0,0
NEK1,0.0170411545661395,0.0399169285062161,0.0604508245140673,0.0816422901297822,0,0.0084858995147253,0.0221741089562034,0.02248176783109,0.0457579727013222,0,0.0304696764355974,0.0831030845829201,0.0805113692295435,0.0100789338101927
CLCN3,0.0175914704572385,0,0.0315658955459287,0,0,0.0330736240708842,0.0225917764772304,0.0284068896583249,0,0.0788802243367918,0.0301738220716717,0.0588228345367807,0,0.0100593094315881
C4orf27,0.0196218555115017,0.120102616447072,0.0850230838824405,0.0706186979167771,0.0941875470087575,0.0216082499244843,0.131722381590186,0.124563354478475,0.0698971653694079,0.0868859077582944,0.0564787459048476,0.113112122152346,0.112519113121234,0.020634365265832
MFAP3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT7,0.023381310514292,0.0835274197760491,0.0650085298647733,0.046314012055009,0.0319114956462319,0.0228265814778295,0.0434149372446656,0.0917458702558299,0.0523980067780142,0.0854950168855389,0.0218120428632903,0.0519883602429931,0.0407575759558925,0.0367110243756498
HMGB2,0.188562651380671,0.737089220345051,0.159758902118028,0.723594056905213,0.451680537956022,0.39458267749554,0.370983371959437,1.11743435740559,0.678323334664554,0.374968861040651,0.0512753261984838,0.252146858709693,0.260828905379959,0.210018229277903
RP11-798M19.6,0.00128289275590764,0,0,0.0227762924459399,0,0.0107023138751137,0,0.0219560558435639,0,0,0.0199683464288817,0,0,0
SAP30,0.00260882850699218,0,0.0195258693367604,0,0,0,0,0,0,0.0678368568833615,0.0166700756532488,0,0,0.00819946370547957
FBXO8,0.0439260821572751,0.0558121010372862,0.0678955915024413,0.0951758632195289,0.0321060762643228,0.0423557310587625,0.0226803562748063,0.158601180988219,0.0537922510948939,0,0,0.0544973768956371,0.0362742411980812,0.0835201460745926
CEP44,0.0112491219358149,0.0273800124453139,0.0166205336710577,0.0434197371696151,0.0317084237823937,0.0223258141756449,0,0.119434722745703,0.0248470958042204,0.0660698663570352,0.0561415928244921,0.022099921283192,0,0
HPGD,0.00137925995914923,0.0169481849602833,0.0228053011728887,0,0,0,0,0,0,0,0,0,0,0.00963502800659067
SPCS3,0.665839068371532,0.14264841482753,0.542428273980324,0.303836803858846,0.430917807410887,0.433651800894996,0.158611033900002,0.137000230394237,0.144218808930665,0.232534456682249,0.432067207916583,0.876153957619554,0.0731397468875381,0.491152144979435
AGA,0.018209612960393,0.0658516039516074,0.0146727991546044,0.0448931574514327,0,0.0717200756693846,0.080179745507312,0.0450709383977123,0.0532474042568954,0.173573677575482,0.122423021951892,0.0969543968395714,0.155115677095675,0.0267418628071068
RP11-130F10.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0344553274429693,0
DCTD,0.0540926191492297,0.115662070662333,0.178661920226706,0.211244523921518,0.0314510373947661,0.191264389853683,0.118478982799067,0,0.0384577882154702,0.337734147593327,0.250548017703809,0.173740130053134,0.0724547979255868,0.0571019012664385
WWC2,0.00638793620767251,0,0.0162504630876463,0,0,0.0114387354297509,0,0,0,0,0,0,0,0.0119538750455788
CDKN2AIP,0.0177216098345613,0.0873152075672475,0,0.138950838491441,0.0651528896398321,0.0202734797359937,0.0652558644053209,0.664930132665639,0,0,0.0529498929456497,0.0535025660526516,0.165201921482909,0.0905421235807498
RP11-367N14.2,0,0,0,0,0,0.0112532767400154,0,0,0,0,0,0,0,0
ING2,0.0366488330228572,0.029367750557181,0.0482834018814046,0.0195387110120895,0.124889550838111,0.0711468859246078,0,0.0301819851438422,0.103102167418147,0,0.055830464398331,0,0.036935600219224,0.0207684589289099
RWDD4,0.0599040513210389,0.0944998166010308,0.12596856577807,0.044400773203589,0.121964040956983,0.101875230390288,0.0395239078958803,0.0253835180792106,0.0974900654907323,0.0859516215563059,0.0919384954099132,0.0745303526808251,0,0.0256592550533923
TRAPPC11,0.0113195603136758,0.00984390915830093,0.0455170218838487,0.0221348986432743,0,0.00961301505531306,0,0.0234058798044661,0.0266064793863226,0,0,0.0794996177144784,0,0
IRF2,0.569019268812721,0.188543943180069,0.23149353184604,0.21282251989446,0.263718420809182,0.451369964801802,0.245442098220211,0.152104258088561,0.155442296285426,0.236760622697448,0.12784739368862,0.117673606562761,0.35125003212386,0.57459935011983
RP11-326I11.3,0.0524901988641984,0.0475113382769082,0.105719555552163,0.052926264690872,0.0310424085357735,0.036317554864741,0.0432475217829747,0.076896973072963,0,0,0.0201092220882229,0.0790023241184059,0.0463253389252077,0.0791603891272688
CASP3,0.126320314387886,0.0912852422304652,0.0728588129212514,0.0632422901402248,0.163577419321771,0.158502127257895,0.0440015135517497,0.184293157929363,0.045928669168726,0.0844556214591855,0.115623929618891,0.18426386834569,0.0403836036776079,0.228794562243116
PRIMPOL,0.00348831705713154,0.0192326220258954,0.0158059613389476,0,0.0609140542751465,0,0.0478758848550832,0,0,0,0,0.0546782569111266,0,0
CENPU,0.00104151317373913,0,0,0,0,0,0,0,0,0,0.01435867143407,0.0223865827709286,0,0
ACSL1,0.361153173226226,0.0104234650023889,0.155927102308585,0,0,0.314739073044268,0.0497415454484388,0,0.0261496158642501,0,0.186365894781102,0.0369130670733134,0,0.146741422266116
RP11-701P16.5,0.328615830812275,0.00977056289478463,0.0494312444711534,0,0,0.221018004041084,0,0,0,0,0.0176698480946691,0,0.0387741751258268,0
SLC25A4,0.00199479209275508,0.0360553051701573,0,0.0418464460337304,0.0923050475381924,0,0.15877603796391,0.0578695082851316,0.0352824660414934,0.0854950168855389,0.35071055082933,0.071529978953516,0,0.00768236833304102
KIAA1430,0.00941317548264083,0.085325705294516,0.0704299794823695,0.0445390081923355,0.0652599919510837,0.0216463486387775,0.109675216510257,0.109880215734111,0.235255827413491,0.0660698663570352,0.364643916006736,0.178281216332892,0.22819991201175,0.0108637130030357
SNX25,0,0.0106153156800513,0,0,0,0.0104720609498296,0,0,0.0248470958042204,0,0,0,0,0
LRP2BP,0.00071920713302358,0,0,0,0,0,0,0,0,0,0.0169435164103906,0,0,0
ANKRD37,0.0186196001866605,0.0685636445906714,0,0.0697355817843464,0,0.0403722467077376,0.0972972902627663,0.210966601168898,0.0518074189373396,0.146717081220153,0.25701341849478,0.0372001637917975,0.104239990207921,0.0127821176108647
UFSP2,0.033359368865717,0.0753428840787854,0.0736660905451989,0.102653875305152,0.155810939094939,0.0566145509568842,0.111160998001652,0.116925338314715,0.11202888114298,0,0.0461736173262821,0.0727981229030595,0.0351867140016693,0.0549502032677741
RP11-279O9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLR3,0.00373173391332435,0,0,0,0,0.0120587224086895,0,0,0,0.14818659418281,0,0,0,0
CYP4V2,0.00243368071057685,0.022630290241853,0,0,0.0311769376184891,0.0305999027148887,0,0,0.0286714469655729,0,0,0,0,0.0116394115603375
FRG1,0.307375557473377,0.290756622805753,0.291695762120413,0.293792590083734,0.304731344298577,0.344061646053977,0.243251176349137,0.533060591978569,0.207288296902208,0.170280343776007,0.228949663452547,0.220500209115876,0.250000472859761,0.106200815100422
CCDC127,0.0332509298084913,0.0967744889331652,0.0125787080418506,0.0441547358157411,0.0616988830333052,0.0601309435317696,0.043924637822372,0.223073280927842,0.121844319287343,0.0661156942523207,0.083076371359973,0.0615785283036874,0.0313034842803565,0.082771466206647
SDHA,0.138398247941409,0.218590943272154,0.252939553519666,0.200053750502872,0.200274869321062,0.166326436561448,0.259308892596622,0.161515537186472,0.256922749508669,0.0661156942523207,0.0972061703530083,0.37586053081581,0.254001566348463,0.313277633540048
PDCD6,0.401912004454774,0.515592587672851,0.724746441388447,0.638971795507812,0.373735448758241,0.596594311600106,0.628873271576052,0.325419130157496,0.4037524457943,0.423806484198464,1.13724260551338,0.873346062194497,0.546525666113372,0.332789022724915
AHRR,0.0435917581215831,0,0.110620041271721,0,0,0,0,0,0,0,0,0.0157200677408231,0,0.013253102207467
C5orf55,0.0119247402686811,0.0296059020472428,0.0159441823452133,0,0.0290526185110569,0.0107296439435046,0,0,0.0528298235911817,0,0.0201092220882229,0.0208794607793411,0.0392774989437079,0.0113669493851857
EXOC3,0.0832339580142746,0.0989656172615345,0.113090617611862,0.122445410282391,0.0324676570138683,0.0777240144054415,0.0892457162615594,0.0176757927701931,0.0273026517047726,0,0.0412371339465916,0.143092219538217,0.0313034842803565,0.108584072161066
CTD-2228K2.5,0,0.0192244428853639,0,0,0,0.0103410049324775,0.020535307362948,0.0226067770838513,0.0242775890177822,0,0.0323178998388754,0.0157403621596881,0,0
CEP72,0.00422908864672601,0.00902324469924164,0,0,0,0,0,0.0255195837884662,0,0,0.021034460400331,0.0157403621596881,0.0385727730722995,0
BRD9,0.0242046346129939,0.0214091201293624,0.0437988825033173,0.0221424181094043,0,0.0864734140968239,0.0230573462068824,0.0746927163530564,0.0274870193157788,0,0.0152590801181354,0.08408457987452,0.0384855596802623,0.0348445345933635
TRIP13,0,0,0,0.0213418045790301,0,0,0,0.0300852430861461,0,0,0,0,0,0
NKD2,0,0,0,0,0,0,0,0,0,0,0,0.0585249465950718,0,0
SLC12A7,0.0222243463092807,0.0201046737281593,0.0146671016899882,0,0,0.0118140864166837,0,0.0300106017741555,0,0,0,0.0656382529524246,0,0
CLPTM1L,0.0258318488476228,0.0197335279703917,0.0156924532372119,0.0162670660286071,0,0.0263470443950556,0,0.049930719848566,0.0227995523315177,0.0844848277579015,0.017829612132835,0,0,0.0126886038983599
LPCAT1,0.0616645475011344,0.0308472079132039,0.0383509789379999,0.149836458521766,0.228490793975612,0.183143238171313,0.0842252740526721,0.0176757927701931,0.0265471227690374,0.0649640121977511,0.225828976710879,0.020456742496417,0,0.021187291789691
MRPL36,0.114046969129124,0.236243336376563,0.276455880375824,0.304722593956014,0.244925578798089,0.130740976620948,0.231371128433141,0.301814633291827,0.327745656830408,0.0613006864245152,0.900022570100192,0.649040263902586,0.117420006182097,0.121136792088391
NDUFS6,0.260496834612145,0.248979631446857,0.480956595467802,0.3979414655748,0.375506257621177,0.329340517490461,0.242669901469381,0.688643902351247,0.253400405255055,0.170407243015491,0.605676367217103,0.804692196596621,0.383621678504791,0.235822001243979
KIAA0947,0.0222867600959414,0.0287367736144394,0.0337676550635484,0.0966386621244938,0.0331872231324773,0.0593823020789469,0,0.0865635209766466,0.052385653030294,0.0874605121045989,0.136344260930222,0.0598615373069226,0.0772730020135274,0.0877936246915531
MED10,0.32323101031146,0.461029948057404,0.276454647677762,0.544805760343746,0.566192974682558,0.375373370519428,0.429780631957196,0.904491239927141,0.422268012632342,0.624867314626564,0.507528695657731,0.589324863825872,0.343333010134783,0.318607180379976
NSUN2,0.0380717180320394,0.095367032486255,0.0362047446509847,0.0821452093681065,0.125667568719614,0.045429760447574,0.128097165822357,0.120166805069513,0.07769165597864,0.0824513287953859,0.322900021446188,0.0947325523132097,0.155648415709436,0.0706989192022464
SRD5A1,0.106394612400677,0.0298362768941305,0.127372213020718,0,0.0320693320956968,0.0451659750234893,0.0805723285594718,0.0198657976067422,0.0342883188816018,0,0.115999541253501,0.0370950602730096,0,0.142701609100473
CTD-2044J15.2,0,0,0,0,0,0.0108725468852017,0,0,0,0,0,0,0,0.0218263564564466
PAPD7,0.0437949221469066,0.0139552469502028,0.0477554618090281,0.0160119176282293,0,0,0,0.0253835180792106,0.0488832471015229,0,0,0.0534961300191336,0,0.0446723710390002
MTRR,0.0073457840339007,0.0580566299463129,0.0161296525591211,0.0665951230254,0,0,0,0.0628083716658221,0.0247275864088994,0,0.13901964021529,0.0188355564094196,0,0.0210300399875857
FASTKD3,0.0126872490493294,0.019280676987599,0.0332671120136452,0,0.123692828559468,0.0107023138751137,0.0201368118816179,0,0.0264294873774611,0,0.0231802807269071,0.0559028172648584,0.0775072581404821,0
MIR4458HG,0.0123107689701618,0.0102541363495344,0,0,0,0,0,0,0.0230404031702007,0,0,0,0.0313034842803565,0.0586110230198844
FAM173B,0.00636955747271013,0,0,0.0161864823619737,0,0.0112532767400154,0,0,0,0,0,0.0431217655900306,0,0
CCT5,0.556649971364035,0.288648452208988,0.846037062506407,0.314551611522615,0.342468599345081,0.665161586449496,0.395458073711803,0.893644019511117,0.409934455043313,0.304120789614429,1.65482673035311,0.733168447571718,0.394281528486255,0.534399436879521
CTD-2256P15.2,0.0100921504602779,0.0193257691931792,0.0284125564273311,0,0,0,0,0,0,0,0.0185389674823117,0,0,0
MARCH6,0.0516204026115321,0.00951813984701421,0.0589076496497729,0.0224335493021937,0.0290526185110569,0.0580628569858664,0,0.148515728781238,0.0205777735027989,0,0.105353841729287,0.0192170240635365,0,0.0589513378607912
ROPN1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-215G15.5,0.00109628788613379,0,0,0,0,0,0,0,0,0,0.0557826142301539,0.0179355095506531,0,0.0563899864125661
DAP,0.0496113775524571,0.0261220850052753,0.0967738959419472,0.0676318014439458,0.0615167899411872,0.107532938836376,0.0677996502588721,0.0231246396734886,0,0.0678368568833615,0.15701841744599,0,0,0.0402974071549003
TRIO,0.0344467069672972,0,0.0159441823452133,0,0,0.0119020775338757,0.0455720803378802,0,0,0,0.016027352804837,0,0,0.0103824367978048
FAM105A,0.109714462045297,0.153840088875372,0.346110502367767,0.395963565149247,0.203633127991457,0.118380561264866,0,0.206502673238489,0.235223611281756,0.0678368568833615,0.01435867143407,0.0192890249639532,0,0.127396146572058
CTD-2165H16.4,0,0,0,0,0,0,0,0,0,0,0,0.022099921283192,0,0
FAM105B,0.0251104684177649,0.0196656402299571,0.0348472173508518,0.121148387831347,0.159400115612075,0.0281727368202972,0.0865549730792166,0.112063443022394,0.0410664918456796,0.262228144447719,0.0497879223781336,0.0386470489160911,0,0.0480938364150468
ANKH,0.0363293323177876,0.176372327242828,0.220143358205274,0.123177380274431,0.135043338423973,0.0326287992138039,0.0227891583630485,0.204446531268445,0.0962490105080857,0.16573699522524,0.0371559098951696,0,0.0403269236477393,0.0147850837841258
ZNF622,0.198973648811132,0.152613426936972,0.266349622668866,0.151921203207416,0.0836393228845143,0.194478687055568,0.0451044014080952,0.437304790105135,0.151169412586195,0.172868917455944,0.207903058893244,0.306514296294415,0.115981375592988,0.1680444598513
FAM134B,0.00616301941858921,0.0394200124600959,0,0.0425578855256549,0.0227951128033165,0,0,0.102353245571187,0.140247447903375,0,0,0,0,0.0213203170707045
RP11-260E18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO10,0.0184924425793113,0,0.0335085621236309,0,0,0.0129731311461233,0,0,0,0,0,0,0,0
BASP1,0.221307101793501,0,0.217172037483879,0,0,0.0717408677304619,0.246753706007659,0,0,0,0.520843041613808,0.0492503391286699,0.0352847110957325,0.843907189953447
DROSHA,0.00810358192706217,0.00979387378503266,0.0500997033226572,0.0203661212949913,0,0.0360686410421604,0,0,0,0,0,0.0185733617463834,0.0809381054181605,0.011453620222497
C5orf22,0,0.0101884936098571,0.0163466628982025,0,0,0.0223188057168531,0,0,0,0,0.0527659065551395,0.0434654150302981,0,0.0292669913789089
GOLPH3,0.0427134519594152,0.0385274803082526,0.0541690117817295,0.0168932517956193,0,0.0706825700578038,0.0459534565922611,0.0448700321213799,0.0500168380517021,0.166409052044178,0.0502571554173593,0.100409455909404,0,0.0522269696319258
CTD-2186M15.3,0.00812381150457226,0.0099278407152186,0.0218787909466027,0,0.0630639807616985,0.0357782712815672,0,0,0.0266064793863226,0,0,0,0,0.0241742438193685
MTMR12,0.00478298666144579,0,0.0152831240977446,0.0242644465456704,0.0317558717456292,0.0123363192150993,0,0,0,0,0,0.0188973117618471,0,0
ZFR,0.147949159773825,0.126915394545055,0.150830130646803,0.26846174754275,0.19005920156284,0.158137668844003,0.107849796811335,0.12556421720001,0.0826234115413032,0.262045286382557,0.225275490493896,0.293476740105453,0.179189056245659,0.341902366084984
SUB1,1.38363348860163,1.05194401401701,1.99276017863641,0.770175948684811,1.07612784172279,0.89941433385592,1.11802059300879,1.92449276925688,1.07288802110512,0.8885994240192,1.05847671017695,2.51785169512799,0.934261217639445,2.14472277330312
